Order_ID,Order_Date,Shipment_ID,Shipment_Date,Tax_Calculated_Date (UTC),Posted_Date,Marketplace,Merchant_ID,Fulfillment,ASIN,TS01,Transaction_Type,Tax_Collection_Model,Tax_Collection_Responsible_Party,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Total_Tax_Collected_By_Amazon,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,Display_Promo_Amount,Display_Promo_Tax_Inclusive,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Tax_Amount_Collected_By_Amazon,Taxed_Jurisdiction_Tax_Rate,Tax_Category,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount
,,,,2024-04-23+19:33:44,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,TN,,,431570560,FORSYTH,GA,US,,112070000,112070000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-23+19:33:44,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,TN,,,431570560,FORSYTH,GA,US,,112070000,112070000,ShipTo,County,MONROE,,,,,,,,,,,,,0.64,0.04,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+19:33:44,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,TN,,,431570560,FORSYTH,GA,US,,112070000,112070000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-23+22:45:42,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,1.24,,,CA,,,470590000,OCEANSIDE,CA,US,,050730000,050730000,ShipTo,State,CA,,,,,,,,,,,,,0.96,0.06,Tax,Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+22:45:42,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,CA,,,470590000,OCEANSIDE,CA,US,,050730000,050730000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-23+22:45:42,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,CA,,,470590000,OCEANSIDE,CA,US,,050730000,050730000,ShipTo,County,SAN DIEGO,,,,,,,,,,,,,0.2,0.0125,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+22:45:42,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,CA,,,470590000,OCEANSIDE,CA,US,,050730000,050730000,ShipTo,District,REGIONAL TRANSPORTATION COMMISSION (SDCT),,,,,,,,,,,,,0.08,0.005,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+18:55:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,1.68,,,WA,,,480330320,BOTHELL,WA,US,,480610000,480610000,ShipTo,State,WA,,,,,,,,,,,,,1.05,0.065,Tax,Retail Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+18:55:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,WA,,,480330320,BOTHELL,WA,US,,480610000,480610000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-23+18:55:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,WA,,,480330320,BOTHELL,WA,US,,480610000,480610000,ShipTo,County,SNOHOMISH,,,,,,,,,,,,,0.22,0.014,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+18:55:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,WA,,,480330320,BOTHELL,WA,US,,480610000,480610000,ShipTo,District,PUBLIC TRANSPORTATION BENEFIT AREA,,,,,,,,,,,,,0.19,0.012,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-23+18:55:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,WA,,,480330320,BOTHELL,WA,US,,480610000,480610000,ShipTo,District,REGIONAL TRANSIT AUTHORITY,,,,,,,,,,,,,0.22,0.014,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+07:33:41,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,0.88,,,VA,,,470410000,CLIFTON,ME,US,,200190000,200190000,ShipTo,State,ME,,,,,,,,,,,,,0.88,0.055,Tax,Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+07:33:41,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,VA,,,470410000,CLIFTON,ME,US,,200190000,200190000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+07:33:41,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,VA,,,470410000,CLIFTON,ME,US,,200190000,200190000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+07:33:41,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,VA,,,470410000,CLIFTON,ME,US,,200190000,200190000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+06:12:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,1.28,,,MN,,,241390940,WHEATON,IL,US,,140433140,140433140,ShipTo,State,IL,,,,,,,,,,,,,1,0.0625,Tax,Retailers'/Service Occupation and Use/Service Use Tax,Taxable,0,15.99
,,,,2024-04-24+06:12:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,MN,,,241390940,WHEATON,IL,US,,140433140,140433140,ShipTo,City,WHEATON,,,,,,,,,,,,,0.16,0.01,Tax,Local Sales Tax,Taxable,0,15.99
,,,,2024-04-24+06:12:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,MN,,,241390940,WHEATON,IL,US,,140433140,140433140,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+06:12:28,2024-04-24+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,MN,,,241390940,WHEATON,IL,US,,140433140,140433140,ShipTo,District,REGIONAL TRANSPORTATION AUTHORITY (DUPAGE),,,,,,,,,,,,,0.12,0.0075,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+15:23:44,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,1.06,,,NJ,,,310150000,CLIFFSIDE PARK,NJ,US,,310030420,310030420,ShipTo,State,NJ,,,,,,,,,,,,,1.06,0.06625,Tax,Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+15:23:44,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NJ,,,310150000,CLIFFSIDE PARK,NJ,US,,310030420,310030420,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+15:23:44,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NJ,,,310150000,CLIFFSIDE PARK,NJ,US,,310030420,310030420,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+15:23:44,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NJ,,,310150000,CLIFFSIDE PARK,NJ,US,,310030420,310030420,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-13+15:45:09,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,0,-1.25,,,SD,,,470590000,KANSAS CITY,MO,US,,260955900,260955900,ShipTo,State,MO,,,,,,,,,,,,,-0.71,0.04225,Tax,Sales and Use Tax,Taxable,0,-16.75
,,,,2024-04-13+15:45:09,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,SD,,,470590000,KANSAS CITY,MO,US,,260955900,260955900,ShipTo,City,KANSAS CITY,,,,,,,,,,,,,-0.54,0.0325,Tax,Local Sales and Use Tax,Taxable,0,-16.75
,,,,2024-04-13+15:45:09,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,SD,,,470590000,KANSAS CITY,MO,US,,260955900,260955900,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,-16.75,0
,,,,2024-04-13+15:45:09,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,SD,,,470590000,KANSAS CITY,MO,US,,260955900,260955900,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,-16.75,0
,,,,2024-04-15+09:51:47,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,0,-1.24,,,UT,,,450350270,ERIE,CO,US,,061231962,061231962,ShipTo,State,CO,,,,,,,,,,,,,-0.48,0.029,Tax,Sales and Use Tax,Taxable,0,-16.75
,,,,2024-04-15+09:51:47,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,UT,,,450350270,ERIE,CO,US,,061231962,061231962,ShipTo,City,ERIE,,,,,,,,,,,,,-0.59,0.035,Tax,Local Sales and Use Tax,Taxable,0,-16.75
,,,,2024-04-15+09:51:47,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,UT,,,450350270,ERIE,CO,US,,061231962,061231962,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,-16.75,0
,,,,2024-04-15+09:51:47,2024-04-25+00:00,Amazon.com,,AFN,,,RETURN,MarketplaceFacilitator,Amazon,,1,USD,,,,16.75,FALSE,-16.75,,,,,UT,,,450350270,ERIE,CO,US,,061231962,061231962,ShipTo,District,REGIONAL TRANSPORTATION DISTRICT,,,,,,,,,,,,,-0.17,0.01,Tax,Local Sales and Use Tax,Taxable,0,-16.75
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.74,FALSE,0.74,0,0,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,State,GA,,,Y,0,0,-0.74,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.04,Tax,Sales and Use Tax,Taxable,0,0
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.74,FALSE,0.74,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-0.74,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.74,FALSE,0.74,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,County,CHEROKEE,,,Y,0,0,-0.74,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.02,Tax,Local Sales and Use Tax,Taxable,0,0
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.74,FALSE,0.74,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.74,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,0.96,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,State,GA,,,,,,,,,,,,,0.64,0.04,Tax,Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,County,CHEROKEE,,,,,,,,,,,,,0.32,0.02,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+18:35:53,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,GA,,,111350000,WOODSTOCK,GA,US,,110570000,110570000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+18:03:43,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,0,1.28,,,NY,,,330550000,BURDETT,NY,US,,330970000,330970000,ShipTo,State,NY,,,,,,,,,,,,,0.64,0.04,Tax,Sales and Compensating Use Tax,Taxable,0,15.99
,,,,2024-04-24+18:03:43,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NY,,,330550000,BURDETT,NY,US,,330970000,330970000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+18:03:43,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NY,,,330550000,BURDETT,NY,US,,330970000,330970000,ShipTo,County,SCHUYLER,,,,,,,,,,,,,0.64,0.04,Tax,Local Sales and Use Tax,Taxable,0,15.99
,,,,2024-04-24+18:03:43,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,15.99,FALSE,15.99,,,,,NY,,,330550000,BURDETT,NY,US,,330970000,330970000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,15.99,0
,,,,2024-04-24+19:53:37,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,1.05,,,TX,,,444535425,WICHITA,KS,US,,171730860,171730860,ShipTo,State,KS,,,,,,,,,,,,,0.91,0.065,Tax,Retailers/Sales and Compensating Tax,Taxable,0,13.99
,,,,2024-04-24+19:53:37,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,TX,,,444535425,WICHITA,KS,US,,171730860,171730860,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-24+19:53:37,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,TX,,,444535425,WICHITA,KS,US,,171730860,171730860,ShipTo,County,SEDGWICK,,,,,,,,,,,,,0.14,0.01,Tax,Local Retailers' Sales and Compensating Tax,Taxable,0,13.99
,,,,2024-04-24+19:53:37,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,TX,,,444535425,WICHITA,KS,US,,171730860,171730860,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+04:16:10,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,0.59,,,IL,,,470590000,Ballwin,Mo,US,,261890000,261890000,ShipTo,State,MO,,,,,,,,,,,,,0.59,0.04225,Tax,Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+04:16:10,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,Ballwin,Mo,US,,261890000,261890000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+04:16:10,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,Ballwin,Mo,US,,261890000,261890000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+04:16:10,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,Ballwin,Mo,US,,261890000,261890000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+10:36:08,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,0.77,,,IL,,,141974702,APPLETON,WI,US,,500870030,500870030,ShipTo,State,WI,,,,,,,,,,,,,0.7,0.05,Tax,General Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+10:36:08,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,141974702,APPLETON,WI,US,,500870030,500870030,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+10:36:08,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,141974702,APPLETON,WI,US,,500870030,500870030,ShipTo,County,OUTAGAMIE,,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+10:36:08,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,141974702,APPLETON,WI,US,,500870030,500870030,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+16:01:33,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,1.2,,,IL,,,470590000,KANSAS CITY,MO,US,,260470690,260470690,ShipTo,State,MO,,,,,,,,,,,,,0.59,0.04225,Tax,Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+16:01:33,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,KANSAS CITY,MO,US,,260470690,260470690,ShipTo,City,KANSAS CITY,,,,,,,,,,,,,0.45,0.0325,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+16:01:33,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,KANSAS CITY,MO,US,,260470690,260470690,ShipTo,County,CLAY,,,,,,,,,,,,,0.16,0.01125,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+16:01:33,2024-04-25+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,IL,,,470590000,KANSAS CITY,MO,US,,260470690,260470690,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,1.4,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,State,CA,,,,,,,,,,,,,0.84,0.06,Tax,Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,County,LOS ANGELES,,,,,,,,,,,,,0.18,0.0125,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,MEASURE H TRANSACTIONS AND USE TAX (LACH),,,,,,,,,,,,,0.03,0.0025,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,METROPOLITAN TRANSIT DISTRICT (LAMT),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,TORRANCE TRANSACTIONS AND USE TAX 2022 (992),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,TRANSACTIONS AND USE TAX (LAMA),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,TRANSIT DISTRICT (LACT),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+15:26:21,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,CA,,,470590000,TORRANCE,CA,US,,050373600,050373600,ShipTo,District,TRANSPORTATION COMMISSION (LATC),,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+22:33:11,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,0,1.15,,,TX,,,444535425,SPRINGTOWN,TX,US,,443675433,443675433,ShipTo,State,TX,,,,,,,,,,,,,0.87,0.0625,Tax,Sales and Use Tax,Taxable,0,13.99
,,,,2024-04-25+22:33:11,2024-04-26+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.99,FALSE,13.99,,,,,TX,,,444535425,SPRINGTOWN,TX,US,,443675433,443675433,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.99,0
